|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           4
T(K)           P(bar)         Gt(W),vo%      St(W),vo%     
  679.061        4818.18                 NaN            NaN
  682.091        4818.18                 NaN            NaN
  685.121        4818.18                 NaN            NaN
  688.152        4818.18                 NaN            NaN
  691.182        4818.18                 NaN            NaN
  694.212        4818.18                 NaN            NaN
  697.242        4818.18                 NaN            NaN
  700.273        4818.18                 NaN            NaN
  703.303        4818.18                 NaN            NaN
  706.333        4818.18                 NaN            NaN
  709.364        4818.18                 NaN            NaN
  712.394        4818.18       0.204850E-001            NaN
  715.424        4818.18       0.946607E-001            NaN
  718.455        4818.18       0.946564E-001            NaN
  721.485        4818.18       0.296360                 NaN
  724.515        4818.18       0.327778                 NaN
  727.545        4818.18       0.260614                 NaN
  730.576        4818.18       0.263156                 NaN
  733.606        4818.18       0.263144                 NaN
  736.636        4818.18       0.325192                 NaN
  739.667        4818.18       0.448256                 NaN
  742.697        4818.18       0.448234                 NaN
  745.727        4818.18       0.448211                 NaN
  748.758        4818.18       0.578941                 NaN
  751.788        4818.18       0.578912                 NaN
  754.818        4818.18       0.725252                 NaN
  757.848        4818.18       0.725215                 NaN
  760.879        4818.18       0.807813                 NaN
  763.909        4818.18       0.905575                 NaN
  766.939        4818.18       0.953274                 NaN
  769.970        4818.18        1.09760                 NaN
  773.000        4818.18        1.09754                 NaN
  776.030        4818.18        1.09748                 NaN
  779.061        4818.18        1.31803                 NaN
  782.091        4818.18        1.31796                 NaN
  785.121        4818.18        1.53499                 NaN
  788.152        4818.18        1.53490                 NaN
  791.182        4818.18        1.70923                 NaN
  794.212        4818.18        1.70913                 NaN
  797.242        4818.18        2.03851                 NaN
  800.273        4818.18        2.12994                 NaN
  803.303        4818.18        2.24016                 NaN
  806.333        4818.18        2.56691       0.116259     
  809.364        4818.18        2.78400       0.719842     
  812.394        4818.18        3.15359       0.941398     
  815.424        4818.18        3.54178        1.15374     
  818.455        4818.18        3.91499        1.36312     
  821.485        4818.18        4.12660        1.60762     
  824.515        4818.18        4.49318        1.82418     
