|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  745.727        3666.67       0.211523       0.300617       0.466049       0.218107E-001
  748.758        3666.67       0.187243       0.300617       0.488272       0.238683E-001
  751.788        3666.67       0.176132       0.300617       0.499383       0.238683E-001
  754.818        3666.67       0.176655       0.300617       0.496868       0.258590E-001
  757.848        3666.67       0.171429       0.300617       0.500135       0.278186E-001
  760.879        3666.67                 NaN            NaN            NaN            NaN
  763.909        3666.67       0.160494       0.300617       0.510494       0.283951E-001
  766.939        3666.67       0.155144       0.300617       0.514198       0.300412E-001
  769.970        3666.67       0.133745       0.300617       0.532716       0.329218E-001
  773.000        3666.67       0.133745       0.300617       0.532716       0.329218E-001
  776.030        3666.67       0.133745       0.300617       0.532716       0.329218E-001
  779.061        3666.67       0.119753       0.281276       0.562346       0.366255E-001
  782.091        3666.67       0.119753       0.281276       0.562346       0.366255E-001
  785.121        3666.67       0.106996       0.252469       0.599383       0.411523E-001
  788.152        3666.67       0.106996       0.252469       0.599383       0.411523E-001
  791.182        3666.67       0.975309E-001  0.237654       0.621605       0.432099E-001
  794.212        3666.67       0.958848E-001  0.230247       0.624486       0.493827E-001
  797.242        3666.67       0.902549E-001  0.214428       0.644896       0.504209E-001
  800.273        3666.67       0.847625E-001  0.199932       0.663852       0.514530E-001
  803.303        3666.67       0.787653E-001  0.182469       0.682132       0.566339E-001
  806.333        3666.67       0.753002E-001  0.175267       0.692924       0.565089E-001
  809.364        3666.67       0.715530E-001  0.163912       0.705700       0.588345E-001
  812.394        3666.67       0.683949E-001  0.154529       0.716309       0.607668E-001
  815.424        3666.67       0.659319E-001  0.148405       0.722065       0.635976E-001
  818.455        3666.67       0.633552E-001  0.154772       0.714327       0.675457E-001
  821.485        3666.67       0.561732E-001  0.180855       0.687432       0.755397E-001
  824.515        3666.67       0.485059E-001  0.202681       0.662573       0.862394E-001
  827.545        3666.67       0.436214E-001  0.217901       0.646296       0.921811E-001
  830.576        3666.67       0.418503E-001  0.216237       0.647994       0.939182E-001
  833.606        3666.67       0.403232E-001  0.217608       0.647394       0.946741E-001
  836.636        3666.67       0.391466E-001  0.218040       0.647360       0.954527E-001
  839.667        3666.67       0.390275E-001  0.215484       0.649778       0.957106E-001
  842.697        3666.67       0.376501E-001  0.217232       0.648390       0.967278E-001
  845.727        3666.67       0.362969E-001  0.217158       0.648754       0.977914E-001
  848.758        3666.67       0.346173E-001  0.218194       0.648407       0.987813E-001
  851.788        3666.67       0.330996E-001  0.218652       0.648466       0.997818E-001
  854.818        3666.67       0.317530E-001  0.211167       0.659723       0.973567E-001
  857.848        3666.67       0.293435E-001  0.192492       0.687689       0.904764E-001
  860.879        3666.67       0.287126E-001  0.192579       0.689689       0.890197E-001
  863.909        3666.67       0.283951E-001  0.201852       0.681276       0.884774E-001
  866.939        3666.67       0.282452E-001  0.197458       0.685315       0.889817E-001
  869.970        3666.67       0.279835E-001  0.206790       0.677160       0.880658E-001
  873.000        3666.67       0.278672E-001  0.211881       0.671859       0.883923E-001
  876.030        3666.67       0.276610E-001  0.215713       0.668381       0.882450E-001
  879.061        3666.67       0.273465E-001  0.220908       0.663701       0.880452E-001
  882.091        3666.67       0.271812E-001  0.222035       0.662678       0.881059E-001
  885.121        3666.67       0.269968E-001  0.227491       0.657545       0.879666E-001
  888.152        3666.67       0.269665E-001  0.225874       0.659401       0.877585E-001
  891.182        3666.67       0.262906E-001  0.236842       0.649016       0.878513E-001
  894.212        3666.67       0.262705E-001  0.240929       0.644814       0.879869E-001
  897.242        3666.67       0.260131E-001  0.246019       0.640181       0.877875E-001
  900.273        3666.67       0.258530E-001  0.246952       0.639389       0.878062E-001
  903.303        3666.67       0.260688E-001  0.247430       0.638720       0.877815E-001
  906.333        3666.67       0.254520E-001  0.256514       0.630674       0.873602E-001
  909.364        3666.67       0.255071E-001  0.259348       0.627655       0.874903E-001
  912.394        3666.67       0.251590E-001  0.263465       0.623873       0.875031E-001
  915.424        3666.67       0.252043E-001  0.265512       0.621606       0.876776E-001
  918.455        3666.67       0.249321E-001  0.270763       0.616832       0.874726E-001
  921.485        3666.67       0.247402E-001  0.276060       0.611816       0.873838E-001
  924.515        3666.67       0.246914E-001  0.272222       0.614609       0.884774E-001
  927.545        3666.67       0.248514E-001  0.270005       0.615432       0.897119E-001
  930.576        3666.67       0.248514E-001  0.270005       0.615432       0.897119E-001
  933.606        3666.67       0.238683E-001  0.253292       0.630247       0.925926E-001
  936.636        3666.67       0.238683E-001  0.253292       0.630247       0.925926E-001
  939.667        3666.67       0.234568E-001  0.238066       0.642593       0.958848E-001
  942.697        3666.67       0.234568E-001  0.238066       0.642593       0.958848E-001
  945.727        3666.67       0.234568E-001  0.238066       0.642593       0.958848E-001
  948.758        3666.67       0.226337E-001  0.223251       0.654115       0.100000     
  951.788        3666.67       0.226337E-001  0.223251       0.654115       0.100000     
  954.818        3666.67       0.218107E-001  0.208025       0.666461       0.103704     
  957.848        3666.67       0.218107E-001  0.208025       0.666461       0.103704     
  960.879        3666.67       0.218107E-001  0.208025       0.666461       0.103704     
  963.909        3666.67       0.213992E-001  0.193210       0.677984       0.107407     
  966.939        3666.67       0.213992E-001  0.193210       0.677984       0.107407     
  969.970        3666.67       0.201646E-001  0.172222       0.699383       0.108230     
  973.000        3666.67       0.201646E-001  0.172222       0.699383       0.108230     
  673.000        3696.97                 NaN            NaN            NaN            NaN
  676.030        3696.97                 NaN            NaN            NaN            NaN
  679.061        3696.97                 NaN            NaN            NaN            NaN
  682.091        3696.97                 NaN            NaN            NaN            NaN
  685.121        3696.97                 NaN            NaN            NaN            NaN
  688.152        3696.97                 NaN            NaN            NaN            NaN
  691.182        3696.97                 NaN            NaN            NaN            NaN
  694.212        3696.97                 NaN            NaN            NaN            NaN
  697.242        3696.97                 NaN            NaN            NaN            NaN
  700.273        3696.97                 NaN            NaN            NaN            NaN
  703.303        3696.97                 NaN            NaN            NaN            NaN
  706.333        3696.97                 NaN            NaN            NaN            NaN
  709.364        3696.97                 NaN            NaN            NaN            NaN
  712.394        3696.97                 NaN            NaN            NaN            NaN
  715.424        3696.97       0.273457       0.300617       0.410494       0.154321E-001
